"rt","response","trial_type","trial_index","plugin_version","time_elapsed","correct","training","stimulus","correct_response","timestamp"
"15727","{""age"":""34""}","survey-text","1","2.1.0","667245","","","","",""
"10792","m","audio-keyboard-response","6","2.1.0","712573","x","true","data/A/output19-1.wav","false",""
"6760","m","audio-keyboard-response","8","2.1.0","722885","m","true","data/H/244.15-6.wav","true",""
"12600","m","audio-keyboard-response","10","2.1.0","738677","m","false","data/H/276-8.wav","","2026-01-23T10-35-23-239Z"
"11149","x","audio-keyboard-response","11","2.1.0","750605","m","false","data/H/256-5.wav","","2026-01-23T10-35-23-239Z"
"13909","m","audio-keyboard-response","12","2.1.0","765405","x","false","data/A/output28-2.wav","","2026-01-23T10-35-23-239Z"
"11579","x","audio-keyboard-response","13","2.1.0","777581","m","false","data/H/283-7.wav","","2026-01-23T10-35-23-239Z"
"10720","m","audio-keyboard-response","14","2.1.0","788877","m","false","data/H/290-2.wav","","2026-01-23T10-35-23-239Z"
"9011","m","audio-keyboard-response","15","2.1.0","798485","m","false","data/H/153.5-3.wav","","2026-01-23T10-35-23-239Z"
"9349","m","audio-keyboard-response","16","2.1.0","808421","x","false","data/A/output26-4.wav","","2026-01-23T10-35-23-239Z"
"9888","x","audio-keyboard-response","17","2.1.0","818901","m","false","data/H/148.6-6.wav","","2026-01-23T10-35-23-239Z"
"10589","x","audio-keyboard-response","18","2.1.0","830086","x","false","data/A/output16-1.wav","","2026-01-23T10-35-23-239Z"
"12259","m","audio-keyboard-response","19","2.1.0","842949","x","false","data/A/output21-1.wav","","2026-01-23T10-35-23-239Z"
"12909","x","audio-keyboard-response","20","2.1.0","856461","x","false","data/A/output31-5.wav","","2026-01-23T10-35-23-239Z"
"12699","x","audio-keyboard-response","21","2.1.0","869828","x","false","data/A/output10-6.wav","","2026-01-23T10-35-23-239Z"
"10752","m","audio-keyboard-response","22","2.1.0","881173","x","false","data/A/output48-2.wav","","2026-01-23T10-35-23-239Z"
"11680","m","audio-keyboard-response","23","2.1.0","893476","x","false","data/A/output3-3.wav","","2026-01-23T10-35-23-239Z"
"10509","x","audio-keyboard-response","24","2.1.0","904590","x","false","data/A/output39-6.wav","","2026-01-23T10-35-23-239Z"
"8240","m","audio-keyboard-response","25","2.1.0","913405","m","false","data/H/175.5-5.wav","","2026-01-23T10-35-23-239Z"
"8709","m","audio-keyboard-response","26","2.1.0","922700","x","false","data/A/output14-6.wav","","2026-01-23T10-35-23-239Z"
"8552","x","audio-keyboard-response","27","2.1.0","931853","m","false","data/H/292-2.wav","","2026-01-23T10-35-23-239Z"
"9451","m","audio-keyboard-response","28","2.1.0","941909","m","false","data/H/227.11-5.wav","","2026-01-23T10-35-23-239Z"
"10531","m","audio-keyboard-response","29","2.1.0","953037","m","false","data/H/122.6-4.wav","","2026-01-23T10-35-23-239Z"
"4230","{""Q0"":""""}","survey-text","30","2.1.0","957781","","","","",""
