"rt","response","trial_type","trial_index","plugin_version","time_elapsed","correct","training","stimulus","correct_response","timestamp"
"5512","{""age"":""20""}","survey-text","1","2.1.0","146860","","","","",""
"14661","x","audio-keyboard-response","6","2.1.0","184107","m","true","data/H/290-2.wav","false",""
"13131","x","audio-keyboard-response","8","2.1.0","200315","x","true","data/A/output21-1.wav","true",""
"10632","m","audio-keyboard-response","10","2.1.0","212755","x","false","data/A/output31-5.wav","","2026-01-23T14-17-45-211Z"
"10821","m","audio-keyboard-response","11","2.1.0","224115","x","false","data/A/output39-6.wav","","2026-01-23T14-17-45-211Z"
"13312","x","audio-keyboard-response","12","2.1.0","238075","m","false","data/H/283-7.wav","","2026-01-23T14-17-45-211Z"
"14571","m","audio-keyboard-response","13","2.1.0","253187","m","false","data/H/292-2.wav","","2026-01-23T14-17-45-211Z"
"11149","x","audio-keyboard-response","14","2.1.0","264883","x","false","data/A/output19-1.wav","","2026-01-23T14-17-45-211Z"
"16101","x","audio-keyboard-response","15","2.1.0","281547","x","false","data/A/output28-2.wav","","2026-01-23T14-17-45-211Z"
"9651","m","audio-keyboard-response","16","2.1.0","291755","m","false","data/H/175.5-5.wav","","2026-01-23T14-17-45-211Z"
"12619","x","audio-keyboard-response","17","2.1.0","305020","m","false","data/H/122.6-4.wav","","2026-01-23T14-17-45-211Z"
"10080","x","audio-keyboard-response","18","2.1.0","315643","x","false","data/A/output14-6.wav","","2026-01-23T14-17-45-211Z"
"9971","m","audio-keyboard-response","19","2.1.0","326156","x","false","data/A/output26-4.wav","","2026-01-23T14-17-45-211Z"
"15520","x","audio-keyboard-response","20","2.1.0","342236","m","false","data/H/153.5-3.wav","","2026-01-23T14-17-45-211Z"
"7029","x","audio-keyboard-response","21","2.1.0","349812","x","false","data/A/output10-6.wav","","2026-01-23T14-17-45-211Z"
"10040","m","audio-keyboard-response","22","2.1.0","360404","x","false","data/A/output3-3.wav","","2026-01-23T14-17-45-211Z"
"10112","m","audio-keyboard-response","23","2.1.0","371076","x","false","data/A/output16-1.wav","","2026-01-23T14-17-45-211Z"
"9821","m","audio-keyboard-response","24","2.1.0","381467","m","false","data/H/227.11-5.wav","","2026-01-23T14-17-45-211Z"
"11808","x","audio-keyboard-response","25","2.1.0","393853","m","false","data/H/256-5.wav","","2026-01-23T14-17-45-211Z"
"11928","m","audio-keyboard-response","26","2.1.0","406332","m","false","data/H/148.6-6.wav","","2026-01-23T14-17-45-211Z"
"7109","x","audio-keyboard-response","27","2.1.0","413988","m","false","data/H/244.15-6.wav","","2026-01-23T14-17-45-211Z"
"10381","m","audio-keyboard-response","28","2.1.0","424916","m","false","data/H/276-8.wav","","2026-01-23T14-17-45-211Z"
"9768","x","audio-keyboard-response","29","2.1.0","435252","x","false","data/A/output48-2.wav","","2026-01-23T14-17-45-211Z"
"11745","{""Q0"":""Sehr schöner Test""}","survey-text","30","2.1.0","447500","","","","",""
