"rt","response","trial_type","trial_index","plugin_version","time_elapsed","correct","training","stimulus","correct_response","timestamp"
"4675","{""age"":""26""}","survey-text","1","2.1.0","129748","","","","",""
"16891","x","audio-keyboard-response","6","2.1.0","179739","m","true","data/H/292-2.wav","false",""
"11680","m","audio-keyboard-response","8","2.1.0","196330","x","true","data/A/output21-1.wav","false",""
"14739","m","audio-keyboard-response","10","2.1.0","220290","x","false","data/A/output3-3.wav","","2026-01-23T14-19-14-897Z"
"9909","x","audio-keyboard-response","11","2.1.0","230746","x","false","data/A/output10-6.wav","","2026-01-23T14-19-14-897Z"
"14899","m","audio-keyboard-response","12","2.1.0","246179","x","false","data/A/output16-1.wav","","2026-01-23T14-19-14-897Z"
"20531","x","audio-keyboard-response","13","2.1.0","267266","m","false","data/H/283-7.wav","","2026-01-23T14-19-14-897Z"
"11131","m","audio-keyboard-response","14","2.1.0","278963","m","false","data/H/122.6-4.wav","","2026-01-23T14-19-14-897Z"
"10749","x","audio-keyboard-response","15","2.1.0","290250","m","false","data/H/244.15-6.wav","","2026-01-23T14-19-14-897Z"
"8571","m","audio-keyboard-response","16","2.1.0","299346","x","false","data/A/output14-6.wav","","2026-01-23T14-19-14-897Z"
"11221","m","audio-keyboard-response","17","2.1.0","311106","m","false","data/H/227.11-5.wav","","2026-01-23T14-19-14-897Z"
"10659","x","audio-keyboard-response","18","2.1.0","322338","x","false","data/A/output19-1.wav","","2026-01-23T14-19-14-897Z"
"14072","m","audio-keyboard-response","19","2.1.0","336962","m","false","data/H/148.6-6.wav","","2026-01-23T14-19-14-897Z"
"11949","x","audio-keyboard-response","20","2.1.0","349450","x","false","data/A/output26-4.wav","","2026-01-23T14-19-14-897Z"
"10299","m","audio-keyboard-response","21","2.1.0","360290","m","false","data/H/175.5-5.wav","","2026-01-23T14-19-14-897Z"
"10472","x","audio-keyboard-response","22","2.1.0","371323","m","false","data/H/256-5.wav","","2026-01-23T14-19-14-897Z"
"18261","x","audio-keyboard-response","23","2.1.0","390146","m","false","data/H/276-8.wav","","2026-01-23T14-19-14-897Z"
"10539","x","audio-keyboard-response","24","2.1.0","401250","x","false","data/A/output31-5.wav","","2026-01-23T14-19-14-897Z"
"11760","x","audio-keyboard-response","25","2.1.0","413570","m","false","data/H/290-2.wav","","2026-01-23T14-19-14-897Z"
"8541","m","audio-keyboard-response","26","2.1.0","422674","x","false","data/A/output48-2.wav","","2026-01-23T14-19-14-897Z"
"14840","m","audio-keyboard-response","27","2.1.0","438066","x","false","data/A/output28-2.wav","","2026-01-23T14-19-14-897Z"
"10461","m","audio-keyboard-response","28","2.1.0","449066","m","false","data/H/153.5-3.wav","","2026-01-23T14-19-14-897Z"
"10981","x","audio-keyboard-response","29","2.1.0","460682","x","false","data/A/output39-6.wav","","2026-01-23T14-19-14-897Z"
"19542","{""Q0"":""Sehr interessant""}","survey-text","30","2.1.0","480730","","","","",""
