"rt","response","trial_type","trial_index","plugin_version","time_elapsed","correct","training","stimulus","correct_response","timestamp"
"5587","{""age"":""14""}","survey-text","1","2.1.0","358082","","","","",""
"12352","x","audio-keyboard-response","6","2.1.0","410233","x","true","data/A/output39-6.wav","true",""
"9400","x","audio-keyboard-response","8","2.1.0","424160","m","true","data/H/227.11-5.wav","false",""
"11280","x","audio-keyboard-response","10","2.1.0","438160","x","false","data/A/output31-5.wav","","2026-01-23T13-58-34-029Z"
"7651","m","audio-keyboard-response","11","2.1.0","446496","m","false","data/H/244.15-6.wav","","2026-01-23T13-58-34-029Z"
"12029","x","audio-keyboard-response","12","2.1.0","459088","m","false","data/H/175.5-5.wav","","2026-01-23T13-58-34-029Z"
"8749","m","audio-keyboard-response","13","2.1.0","468488","x","false","data/A/output16-1.wav","","2026-01-23T13-58-34-029Z"
"6709","m","audio-keyboard-response","14","2.1.0","475768","m","false","data/H/292-2.wav","","2026-01-23T13-58-34-029Z"
"8360","x","audio-keyboard-response","15","2.1.0","484672","x","false","data/A/output19-1.wav","","2026-01-23T13-58-34-029Z"
"15720","x","audio-keyboard-response","16","2.1.0","500968","m","false","data/H/122.6-4.wav","","2026-01-23T13-58-34-029Z"
"9432","x","audio-keyboard-response","17","2.1.0","510952","m","false","data/H/276-8.wav","","2026-01-23T13-58-34-029Z"
"4029","x","audio-keyboard-response","18","2.1.0","515528","x","false","data/A/output10-6.wav","","2026-01-23T13-58-34-029Z"
"5981","x","audio-keyboard-response","19","2.1.0","522072","x","false","data/A/output14-6.wav","","2026-01-23T13-58-34-029Z"
"3229","x","audio-keyboard-response","20","2.1.0","525888","x","false","data/A/output21-1.wav","","2026-01-23T13-58-34-029Z"
"3040","x","audio-keyboard-response","21","2.1.0","529496","m","false","data/H/290-2.wav","","2026-01-23T13-58-34-029Z"
"4040","x","audio-keyboard-response","22","2.1.0","534096","x","false","data/A/output48-2.wav","","2026-01-23T13-58-34-029Z"
"6941","m","audio-keyboard-response","23","2.1.0","541593","x","false","data/A/output26-4.wav","","2026-01-23T13-58-34-029Z"
"2848","x","audio-keyboard-response","24","2.1.0","545000","m","false","data/H/153.5-3.wav","","2026-01-23T13-58-34-029Z"
"4429","m","audio-keyboard-response","25","2.1.0","550016","x","false","data/A/output28-2.wav","","2026-01-23T13-58-34-029Z"
"2360","x","audio-keyboard-response","26","2.1.0","552936","m","false","data/H/148.6-6.wav","","2026-01-23T13-58-34-029Z"
"6251","x","audio-keyboard-response","27","2.1.0","559752","m","false","data/H/283-7.wav","","2026-01-23T13-58-34-029Z"
"1259","x","audio-keyboard-response","28","2.1.0","561568","m","false","data/H/256-5.wav","","2026-01-23T13-58-34-029Z"
"3240","x","audio-keyboard-response","29","2.1.0","565360","x","false","data/A/output3-3.wav","","2026-01-23T13-58-34-029Z"
"20577","{""Q0"":""die lieder klangen alle sehr gleich""}","survey-text","30","2.1.0","586456","","","","",""
